loss,accuracy,val_loss,val_accuracy
5.12905740737915,0.4375,0.4505647122859955,0.7083333134651184
0.9479907155036926,0.640625,0.26410096883773804,1.0
0.4183376729488373,0.828125,0.22635985910892487,0.9166666865348816
0.23731154203414917,0.9322916865348816,0.11272549629211426,0.9375
0.1593303382396698,0.9427083134651184,0.06813652068376541,1.0
0.0866105929017067,0.984375,0.022866835817694664,1.0
